"row_names" "tailnum" "year" "type" "manufacturer" "model" "engines" "seats" "speed" "engine"
"540" "540" "N255WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"541" "541" "N256WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"542" "542" "N25705" 1998 "Fixed wing multi engine" "BOEING" "737-724" 2 149 NA "Turbo-jet"
"543" "543" "N257WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"544" "544" "N258JB" 2006 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"545" "545" "N258WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"546" "546" "N259WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"547" "547" "N260WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"548" "548" "N26123" 1997 "Fixed wing multi engine" "BOEING" "757-224" 2 178 NA "Turbo-jet"
"549" "549" "N26141" 2003 "Fixed wing multi engine" "EMBRAER" "EMB-145XR" 2 55 NA "Turbo-fan"
"550" "550" "N261AT" 2005 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"551" "551" "N261WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"552" "552" "N26208" 2000 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"553" "553" "N26210" 1998 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"554" "554" "N26215" 1998 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"555" "555" "N26226" 1998 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"556" "556" "N262WN" 2006 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"557" "557" "N263WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"558" "558" "N264LV" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"559" "559" "N26545" 2002 "Fixed wing multi engine" "EMBRAER" "EMB-145LR" 2 55 NA "Turbo-fan"
"560" "560" "N26549" 2002 "Fixed wing multi engine" "EMBRAER" "EMB-145LR" 2 55 NA "Turbo-fan"
"561" "561" "N265JB" 2006 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"562" "562" "N265WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"563" "563" "N266JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"564" "564" "N266WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"565" "565" "N267JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"566" "566" "N267WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"567" "567" "N268WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"568" "568" "N26906" 2012 "Fixed wing multi engine" "BOEING" "787-8" 2 260 NA "Turbo-fan"
"569" "569" "N269WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"570" "570" "N270WN" 1998 "Fixed wing multi engine" "BOEING" "737-705" 2 149 NA "Turbo-fan"
"571" "571" "N27152" 2003 "Fixed wing multi engine" "EMBRAER" "EMB-145XR" 2 55 NA "Turbo-fan"
"572" "572" "N27190" 2005 "Fixed wing multi engine" "EMBRAER" "EMB-145XR" 2 55 NA "Turbo-fan"
"573" "573" "N271LV" NA "Fixed wing multi engine" "BOEING" "737-705" 2 149 NA "Turbo-fan"
"574" "574" "N27200" 2006 "Fixed wing multi engine" "EMBRAER" "EMB-145XR" 2 55 NA "Turbo-fan"
"575" "575" "N27205" 2000 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"576" "576" "N27213" 1998 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"577" "577" "N27239" 1999 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"578" "578" "N272AT" NA "Fixed wing multi engine" "BOEING" "777-200" 2 400 NA "Turbo-jet"
"579" "579" "N272PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"580" "580" "N272WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"581" "581" "N273AT" 2005 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"582" "582" "N273JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"583" "583" "N273WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"584" "584" "N27421" 2008 "Fixed wing multi engine" "BOEING" "737-924ER" 2 191 NA "Turbo-fan"
"585" "585" "N27477" 2013 "Fixed wing multi engine" "BOEING" "737-924ER" 2 191 NA "Turbo-fan"
"586" "586" "N274JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"587" "587" "N274WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"588" "588" "N275WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"589" "589" "N276AT" 2005 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"590" "590" "N276WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"591" "591" "N27722" 1999 "Fixed wing multi engine" "BOEING" "737-724" 2 149 NA "Turbo-jet"
"592" "592" "N27724" 1999 "Fixed wing multi engine" "BOEING" "737-724" 2 149 NA "Turbo-jet"
"593" "593" "N27733" 1999 "Fixed wing multi engine" "BOEING" "737-724" 2 149 NA "Turbo-jet"
"594" "594" "N277WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"595" "595" "N278AT" 2005 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"596" "596" "N278WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"597" "597" "N27901" 2012 "Fixed wing multi engine" "BOEING" "787-8" 2 260 NA "Turbo-fan"
"598" "598" "N27962" 1999 "Fixed wing multi engine" "EMBRAER" "EMB-145" 2 55 NA "Turbo-jet"
"599" "599" "N279AT" 2005 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"600" "600" "N279JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"601" "601" "N279PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"602" "602" "N279WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"603" "603" "N280WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"604" "604" "N281AT" NA "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A340-313" 4 375 NA "Turbo-jet"
"605" "605" "N281JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"606" "606" "N281WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"607" "607" "N282WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"608" "608" "N283JB" 2007 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"609" "609" "N283WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"610" "610" "N28457" 2012 "Fixed wing multi engine" "BOEING" "737-924ER" 2 191 NA "Turbo-fan"
"611" "611" "N28478" 2013 "Fixed wing multi engine" "BOEING" "737-924ER" 2 191 NA "Turbo-fan"
"612" "612" "N284AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"613" "613" "N284JB" 2008 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"614" "614" "N284WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"615" "615" "N285AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"616" "616" "N285WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"617" "617" "N286WN" 2004 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"618" "618" "N287AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"619" "619" "N287WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"620" "620" "N288WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"621" "621" "N289AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"622" "622" "N289CT" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"623" "623" "N290WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"624" "624" "N29124" 1998 "Fixed wing multi engine" "BOEING" "757-224" 2 178 NA "Turbo-jet"
"625" "625" "N29129" 1998 "Fixed wing multi engine" "BOEING" "757-224" 2 178 NA "Turbo-jet"
"626" "626" "N291AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"627" "627" "N291WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"628" "628" "N292JB" 2008 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"629" "629" "N292PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"630" "630" "N292WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"631" "631" "N293PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"632" "632" "N293WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"633" "633" "N294JB" 2008 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"634" "634" "N294PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"635" "635" "N294WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"636" "636" "N295AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"637" "637" "N295PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"638" "638" "N295WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"639" "639" "N296JB" 2008 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"640" "640" "N296PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"641" "641" "N296WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"642" "642" "N29717" 1999 "Fixed wing multi engine" "BOEING" "737-724" 2 149 NA "Turbo-jet"
"643" "643" "N297PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"644" "644" "N297WN" 2007 "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"645" "645" "N298JB" 2009 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"646" "646" "N298PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"647" "647" "N298WN" NA "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"648" "648" "N29906" 2001 "Fixed wing multi engine" "EMBRAER" "EMB-145LR" 2 55 NA "Turbo-fan"
"649" "649" "N29917" 2001 "Fixed wing multi engine" "EMBRAER" "EMB-145LR" 2 55 NA "Turbo-fan"
"650" "650" "N299AT" 2006 "Fixed wing multi engine" "BOEING" "737-76N" 2 149 NA "Turbo-fan"
"651" "651" "N299PQ" 2013 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2D24" 2 95 NA "Turbo-fan"
"652" "652" "N299WN" NA "Fixed wing multi engine" "BOEING" "737-7H4" 2 140 NA "Turbo-fan"
"653" "653" "N301DQ" NA "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"654" "654" "N301NB" 1999 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"655" "655" "N302AS" 2003 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"656" "656" "N302DQ" 2008 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"657" "657" "N302NB" 1999 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"658" "658" "N303AS" 2001 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"659" "659" "N303DQ" 2008 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"660" "660" "N30401" 2001 "Fixed wing multi engine" "BOEING" "737-924" 2 191 NA "Turbo-fan"
"661" "661" "N304DQ" 2008 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"662" "662" "N304JB" 2009 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"663" "663" "N305AS" 2001 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"664" "664" "N305DQ" 2008 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"665" "665" "N306AS" 2001 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"666" "666" "N306DQ" 2009 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"667" "667" "N306JB" 2009 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"668" "668" "N307AS" 2001 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"669" "669" "N307DQ" 2009 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"670" "670" "N307JB" 2009 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"671" "671" "N308DE" NA "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"672" "672" "N309AS" 2001 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"673" "673" "N309AT" 2006 "Fixed wing multi engine" "BOEING" "737-7BD" 2 149 NA "Turbo-fan"
"674" "674" "N309DE" 2009 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"675" "675" "N309JB" 2009 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"676" "676" "N309US" 1990 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"677" "677" "N310DE" 2009 "Fixed wing multi engine" "BOEING" "737-732" 2 149 NA "Turbo-fan"
"678" "678" "N310NW" 1990 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"679" "679" "N31131" 2003 "Fixed wing multi engine" "EMBRAER" "EMB-145XR" 2 55 NA "Turbo-fan"
"680" "680" "N311US" 1990 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"681" "681" "N312US" 1990 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"682" "682" "N313US" 1990 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"683" "683" "N31412" 2002 "Fixed wing multi engine" "BOEING" "737-924" 2 191 NA "Turbo-fan"
"684" "684" "N314NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"685" "685" "N314US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"686" "686" "N315AS" 2002 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"687" "687" "N315AT" NA "Fixed wing single engine" "JOHN G HESS" "AT-5" 1 2 NA "4 Cycle"
"688" "688" "N315NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"689" "689" "N315US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"690" "690" "N316JB" 2009 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"691" "691" "N316NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"692" "692" "N316US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"693" "693" "N317JB" 2010 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"694" "694" "N317NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"695" "695" "N317US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"696" "696" "N317WN" 1988 "Fixed wing multi engine" "BOEING" "737-3Q8" 2 149 NA "Turbo-fan"
"697" "697" "N318AS" 2003 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"698" "698" "N318JB" 2010 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"699" "699" "N318NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"700" "700" "N318US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"701" "701" "N319AA" 1985 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"702" "702" "N319AS" 2003 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"703" "703" "N319NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"704" "704" "N319US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"705" "705" "N320AA" 1985 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"706" "706" "N320AS" 2003 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"707" "707" "N320NB" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"708" "708" "N320US" 1991 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"709" "709" "N321NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"710" "710" "N321US" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"711" "711" "N322NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"712" "712" "N322US" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"713" "713" "N323AA" 1986 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"714" "714" "N323AS" 2004 "Fixed wing multi engine" "BOEING" "737-990" 2 149 NA "Turbo-jet"
"715" "715" "N323JB" 2010 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"716" "716" "N323NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"717" "717" "N323US" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"718" "718" "N32404" 2001 "Fixed wing multi engine" "BOEING" "737-924" 2 191 NA "Turbo-fan"
"719" "719" "N324AA" 1986 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"720" "720" "N324JB" 2010 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"721" "721" "N324NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"722" "722" "N324US" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"723" "723" "N325AA" 1986 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"724" "724" "N325NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"725" "725" "N325US" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"726" "726" "N326AT" 2007 "Fixed wing multi engine" "BOEING" "737-7BD" 2 149 NA "Turbo-fan"
"727" "727" "N326NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"728" "728" "N326US" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"729" "729" "N327AA" 1986 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"730" "730" "N327NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"731" "731" "N327NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"732" "732" "N328AA" 1986 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"733" "733" "N328JB" 2011 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"734" "734" "N328NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"735" "735" "N328NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"736" "736" "N329AA" 1987 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"737" "737" "N329JB" 2011 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"738" "738" "N329NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"739" "739" "N329NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"740" "740" "N330AT" 2007 "Fixed wing multi engine" "BOEING" "737-7BD" 2 149 NA "Turbo-fan"
"741" "741" "N330NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"742" "742" "N330NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"743" "743" "N33103" 1994 "Fixed wing multi engine" "BOEING" "757-224" 2 178 NA "Turbo-jet"
"744" "744" "N33132" 1998 "Fixed wing multi engine" "BOEING" "757-224" 2 178 NA "Turbo-jet"
"745" "745" "N33182" 2005 "Fixed wing multi engine" "EMBRAER" "EMB-145XR" 2 55 NA "Turbo-fan"
"746" "746" "N331NB" NA "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"747" "747" "N331NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"748" "748" "N33203" 2000 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"749" "749" "N33209" 2000 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"750" "750" "N33262" 2001 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"751" "751" "N33264" 2001 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"752" "752" "N33266" 2001 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"753" "753" "N33284" 2004 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"754" "754" "N33286" 2004 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"755" "755" "N33289" 2004 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"756" "756" "N33292" NA "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"757" "757" "N33294" 2005 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"758" "758" "N332AA" 1987 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"759" "759" "N332NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"760" "760" "N332NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"761" "761" "N333NB" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"762" "762" "N333NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-211" 2 182 NA "Turbo-jet"
"763" "763" "N334JB" 2011 "Fixed wing multi engine" "EMBRAER" "ERJ 190-100 IGW" 2 20 NA "Turbo-fan"
"764" "764" "N334NB" 2002 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"765" "765" "N334NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-212" 2 182 NA "Turbo-fan"
"766" "766" "N335AA" 1987 "Fixed wing multi engine" "BOEING" "767-223" 2 255 NA "Turbo-fan"
"767" "767" "N335NB" 2002 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-114" 2 145 NA "Turbo-fan"
"768" "768" "N335NW" 1992 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A320-212" 2 182 NA "Turbo-fan"
